Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match() in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used",CVE-2017-16231,Low,,security,JFrog,debian:bullseye:libpcre3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pcre3,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:N/A:P,5.5/CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-119,XRAY-59582,false,deb://debian:bullseye:libpcre3:2:8.39-13,deb://debian:bullseye:libpcre3,,Not Covered
"A timing-based side-channel flaw was found in libgcrypt's RSA implementation. This issue may allow a remote attacker to initiate a Bleichenbacher-style attack, which can lead to the decryption of RSA ciphertexts.",CVE-2024-2236,Low,,security,JFrog,debian:bullseye:libgcrypt20,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:libgcrypt20,,,,XRAY-593361,false,deb://debian:bullseye:libgcrypt20:1.8.7-6,deb://debian:bullseye:libgcrypt20,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,Low,,security,JFrog,debian:bullseye:libkrb5-3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,,XRAY-592121,false,deb://debian:bullseye:libkrb5-3:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5-3,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,Low,,security,JFrog,debian:bullseye:libkrb5support0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,,XRAY-592121,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5support0,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,Low,,security,JFrog,debian:bullseye:libgssapi-krb5-2,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,,XRAY-592121,false,deb://debian:bullseye:libgssapi-krb5-2:1.18.3-6+deb11u1,deb://debian:bullseye:libgssapi-krb5-2,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sealv3.c.,CVE-2024-26461,Low,,security,JFrog,debian:bullseye:libk5crypto3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,,XRAY-592121,false,deb://debian:bullseye:libk5crypto3:1.18.3-6+deb11u1,deb://debian:bullseye:libk5crypto3,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,Low,,security,JFrog,debian:bullseye:libkrb5-3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,CWE-401,XRAY-592120,false,deb://debian:bullseye:libkrb5-3:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5-3,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,Low,,security,JFrog,debian:bullseye:libk5crypto3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,CWE-401,XRAY-592120,false,deb://debian:bullseye:libk5crypto3:1.18.3-6+deb11u1,deb://debian:bullseye:libk5crypto3,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,Low,,security,JFrog,debian:bullseye:libgssapi-krb5-2,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,CWE-401,XRAY-592120,false,deb://debian:bullseye:libgssapi-krb5-2:1.18.3-6+deb11u1,deb://debian:bullseye:libgssapi-krb5-2,,Not Covered
Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.,CVE-2024-26458,Low,,security,JFrog,debian:bullseye:libkrb5support0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,,CWE-401,XRAY-592120,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5support0,,Not Covered
"In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression.",CVE-2017-11164,Low,,security,JFrog,debian:bullseye:libpcre3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pcre3,7.8/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:C,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-674,XRAY-56484,false,deb://debian:bullseye:libpcre3:2:8.39-13,deb://debian:bullseye:libpcre3,,Undetermined
"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",CVE-2023-4039,Low,,security,JFrog,debian:bullseye:gcc-9-base,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gcc-9,,4.8/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,NVD-CWE-Other,XRAY-531779,false,deb://debian:bullseye:gcc-9-base:9.3.0-22,deb://debian:bullseye:gcc-9-base,,Not Covered
"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",CVE-2023-4039,Low,,security,JFrog,debian:bullseye:gcc-10-base,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gcc-10,,4.8/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,NVD-CWE-Other,XRAY-531779,false,deb://debian:bullseye:gcc-10-base:10.2.1-6,deb://debian:bullseye:gcc-10-base,,Not Covered
"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",CVE-2023-4039,Low,,security,JFrog,debian:bullseye:libgcc-s1,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gcc-10,,4.8/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,NVD-CWE-Other,XRAY-531779,false,deb://debian:bullseye:libgcc-s1:10.2.1-6,deb://debian:bullseye:libgcc-s1,,Not Covered
"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains 
that target AArch64 allows an attacker to exploit an existing buffer 
overflow in dynamically-sized local variables in your application 
without this being detected. This stack-protector failure only applies 
to C99-style dynamically-sized local variables or those created using 
alloca(). The stack-protector operates as intended for statically-sized 
local variables.

The default behavior when the stack-protector 
detects an overflow is to terminate your application, resulting in 
controlled loss of availability. An attacker who can exploit a buffer 
overflow without triggering the stack-protector might be able to change 
program flow control to cause an uncontrolled loss of availability or to
 go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",CVE-2023-4039,Low,,security,JFrog,debian:bullseye:libstdc++6,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gcc-10,,4.8/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,NVD-CWE-Other,XRAY-531779,false,deb://debian:bullseye:libstdc++6:10.2.1-6,deb://debian:bullseye:libstdc++6,,Not Covered
"An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some views, not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31437,Low,,security,JFrog,debian:bullseye:libudev1,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522311,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
"An issue was discovered in systemd 253. An attacker can modify a sealed log file such that, in some views, not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31437,Low,,security,JFrog,debian:bullseye:libsystemd0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522311,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31439,Low,,security,JFrog,debian:bullseye:libsystemd0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522310,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31439,Low,,security,JFrog,debian:bullseye:libudev1,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522310,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
"An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31438,Low,,security,JFrog,debian:bullseye:libsystemd0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522309,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
"An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",CVE-2023-31438,Low,,security,JFrog,debian:bullseye:libudev1,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-354,XRAY-522309,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
"In Shadow 4.13, it is possible to inject control characters into fields provided to the SUID program chfn (change finger). Although it is not possible to exploit this directly (e.g., adding a new user fails because \n is in the block list), it is possible to misrepresent the /etc/passwd file when viewed. Use of \r manipulations and Unicode characters to work around blocking of the : character make it possible to give the impression that a new user has been added. In other words, an adversary may be able to convince a system administrator to take the system offline (an indirect, social-engineered denial of service) by demonstrating that ""cat /etc/passwd"" shows a rogue user account.",CVE-2023-29383,Low,,security,JFrog,debian:bullseye:passwd,< 1:4.8.1-1+deb11u1,1:4.8.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:shadow,,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,CWE-74,XRAY-513968,false,deb://debian:bullseye:passwd:1:4.8.1-1,deb://debian:bullseye:passwd,,Not Covered
"In Shadow 4.13, it is possible to inject control characters into fields provided to the SUID program chfn (change finger). Although it is not possible to exploit this directly (e.g., adding a new user fails because \n is in the block list), it is possible to misrepresent the /etc/passwd file when viewed. Use of \r manipulations and Unicode characters to work around blocking of the : character make it possible to give the impression that a new user has been added. In other words, an adversary may be able to convince a system administrator to take the system offline (an indirect, social-engineered denial of service) by demonstrating that ""cat /etc/passwd"" shows a rogue user account.",CVE-2023-29383,Low,,security,JFrog,debian:bullseye:login,< 1:4.8.1-1+deb11u1,1:4.8.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:shadow,,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,CWE-74,XRAY-513968,false,deb://debian:bullseye:login:1:4.8.1-1,deb://debian:bullseye:login,,Not Covered
"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",CVE-2022-3219,Low,,security,JFrog,debian:bullseye:gpgv,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gnupg2,,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,CWE-787,XRAY-425648,false,deb://debian:bullseye:gpgv:2.2.27-2+deb11u1,deb://debian:bullseye:gpgv,,Not Covered
"The SSL protocol, as used in certain configurations in Microsoft Windows and Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, Opera, and other products, encrypts data by using CBC mode with chained initialization vectors, which allows man-in-the-middle attackers to obtain plaintext HTTP headers via a blockwise chosen-boundary attack (BCBA) on an HTTPS session, in conjunction with JavaScript code that uses (1) the HTML5 WebSocket API, (2) the Java URLConnection API, or (3) the Silverlight WebClient API, aka a ""BEAST"" attack.",CVE-2011-3389,Low,,security,JFrog,debian:bullseye:libgnutls30,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:gnutls28,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:N/A:N,,CWE-326,XRAY-42166,false,deb://debian:bullseye:libgnutls30:3.7.1-5,deb://debian:bullseye:libgnutls30,,Not Covered
GNU Tar through 1.34 has a one-byte out-of-bounds read that results in use of uninitialized memory for a conditional jump. Exploitation to change the flow of control has not been demonstrated. The issue occurs in from_header in list.c via a V7 archive in which mtime has approximately 11 whitespace characters.,CVE-2022-48303,Low,,security,JFrog,debian:bullseye:tar,< 1.34+dfsg-1+deb11u1,1.34+dfsg-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:tar,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,CWE-125,XRAY-414652,false,deb://debian:bullseye:tar:1.34+dfsg-1,deb://debian:bullseye:tar,,Not Covered
"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events, this also prevents sshd from logging failed authentication attempts by remote attackers.",CVE-2007-5686,Low,,security,JFrog,debian:bullseye:passwd,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:shadow,4.9/CVSS:2.0/AV:L/AC:L/Au:N/C:C/I:N/A:N,,CWE-264,XRAY-37289,false,deb://debian:bullseye:passwd:1:4.8.1-1,deb://debian:bullseye:passwd,,Not Covered
"initscripts in rPath Linux 1 sets insecure permissions for the /var/log/btmp file, which allows local users to obtain sensitive information regarding authentication attempts.  NOTE: because sshd detects the insecure permissions and does not log certain events, this also prevents sshd from logging failed authentication attempts by remote attackers.",CVE-2007-5686,Low,,security,JFrog,debian:bullseye:login,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:shadow,4.9/CVSS:2.0/AV:L/AC:L/Au:N/C:C/I:N/A:N,,CWE-264,XRAY-37289,false,deb://debian:bullseye:login:1:4.8.1-1,deb://debian:bullseye:login,,Not Covered
_is_safe in the File::Temp module for Perl does not properly handle symlinks.,CVE-2011-4116,Low,,security,JFrog,debian:bullseye:perl-base,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:perl,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-59,XRAY-36310,false,deb://debian:bullseye:perl-base:5.32.1-4+deb11u2,deb://debian:bullseye:perl-base,,Not Covered
shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees,CVE-2013-4235,Low,,security,JFrog,debian:bullseye:login,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:shadow,3.3/CVSS:2.0/AV:L/AC:M/Au:N/C:N/I:P/A:P,4.7/CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-367,XRAY-35953,false,deb://debian:bullseye:login:1:4.8.1-1,deb://debian:bullseye:login,,Not Covered
shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees,CVE-2013-4235,Low,,security,JFrog,debian:bullseye:passwd,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:shadow,3.3/CVSS:2.0/AV:L/AC:M/Au:N/C:N/I:P/A:P,4.7/CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-367,XRAY-35953,false,deb://debian:bullseye:passwd:1:4.8.1-1,deb://debian:bullseye:passwd,,Not Covered
"chroot in GNU coreutils, when used with --userspec, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",CVE-2016-2781,Low,,security,JFrog,debian:bullseye:coreutils,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:coreutils,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:P/A:N,6.5/CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:N,CWE-20,XRAY-28549,false,deb://debian:bullseye:coreutils:8.32-4+b1,deb://debian:bullseye:coreutils,,Not Covered
The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.,CVE-2021-36087,Low,,security,JFrog,debian:bullseye:libsepol1,< 3.1-1+deb11u1,3.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:libsepol,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:N/A:P,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,CWE-125,XRAY-178846,false,deb://debian:bullseye:libsepol1:3.1-1,deb://debian:bullseye:libsepol1,,Not Covered
The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).,CVE-2021-36086,Low,,security,JFrog,debian:bullseye:libsepol1,< 3.1-1+deb11u1,3.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:libsepol,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:N/A:P,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,CWE-416,XRAY-178845,false,deb://debian:bullseye:libsepol1:3.1-1,deb://debian:bullseye:libsepol1,,Not Covered
The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).,CVE-2021-36085,Low,,security,JFrog,debian:bullseye:libsepol1,< 3.1-1+deb11u1,3.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:libsepol,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:N/A:P,3.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,CWE-416,XRAY-178839,false,deb://debian:bullseye:libsepol1:3.1-1,deb://debian:bullseye:libsepol1,,Not Covered
The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).,CVE-2021-36084,Low,,security,JFrog,debian:bullseye:libsepol1,< 3.1-1+deb11u1,3.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:libsepol,2.1/CVSS:2.0/AV:L/AC:L/Au:N/C:N/I:N/A:P,3.3/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,CWE-416,XRAY-178836,false,deb://debian:bullseye:libsepol1:3.1-1,deb://debian:bullseye:libsepol1,,Not Covered
"The Closest Encloser Proof aspect of the DNS protocol (in RFC 5155 when RFC 9276 guidance is skipped) allows remote attackers to cause a denial of service (CPU consumption for SHA-1 computations) via DNSSEC responses in a random subdomain attack, aka the ""NSEC3"" issue. The RFC 5155 specification implies that an algorithm must perform thousands of iterations of a hash function in certain situations.",CVE-2023-50868,Unknown,High,security,JFrog,debian:bullseye:libudev1,< 247.3-7+deb11u6,247.3-7+deb11u6,0001-01-01T00:00:00Z,debian:bullseye:systemd,,,,XRAY-590542,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Undetermined
"The Closest Encloser Proof aspect of the DNS protocol (in RFC 5155 when RFC 9276 guidance is skipped) allows remote attackers to cause a denial of service (CPU consumption for SHA-1 computations) via DNSSEC responses in a random subdomain attack, aka the ""NSEC3"" issue. The RFC 5155 specification implies that an algorithm must perform thousands of iterations of a hash function in certain situations.",CVE-2023-50868,Unknown,High,security,JFrog,debian:bullseye:libsystemd0,< 247.3-7+deb11u6,247.3-7+deb11u6,0001-01-01T00:00:00Z,debian:bullseye:systemd,,,,XRAY-590542,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libsystemd0,,Undetermined
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:libblkid1,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:libblkid1:2.36.1-8+deb11u1,deb://debian:bullseye:libblkid1,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:bsdutils,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:bsdutils:1:2.36.1-8+deb11u1,deb://debian:bullseye:bsdutils,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:mount,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:mount:2.36.1-8+deb11u1,deb://debian:bullseye:mount,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:libmount1,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:libmount1:2.36.1-8+deb11u1,deb://debian:bullseye:libmount1,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:util-linux,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:util-linux:2.36.1-8+deb11u1,deb://debian:bullseye:util-linux,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:libsmartcols1,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:libsmartcols1:2.36.1-8+deb11u1,deb://debian:bullseye:libsmartcols1,,Not Covered
"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,Unknown,Low,security,JFrog,debian:bullseye:libuuid1,< 2.36.1-8+deb11u2,2.36.1-8+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:util-linux,,,,XRAY-596193,false,deb://debian:bullseye:libuuid1:2.36.1-8+deb11u1,deb://debian:bullseye:libuuid1,,Not Covered
CVE-2025-4598,CVE-2025-4598,Unknown,,security,JFrog,debian:bullseye:libsystemd0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,,,XRAY-702944,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
CVE-2025-4598,CVE-2025-4598,Unknown,,security,JFrog,debian:bullseye:libudev1,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:systemd,,,,XRAY-702944,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
"Perl threads have a working directory race condition where file operations may target unintended paths.

If a directory handle is open at thread creation, the process-wide current working directory is temporarily changed in order to clone that handle for the new thread, which is visible from any third (or more) thread already running. 

This may lead to unintended operations such as loading code or accessing files from unexpected locations, which a local attacker may be able to exploit.

The bug was introduced in commit 11a11ecf4bea72b17d250cfb43c897be1341861e and released in Perl version 5.13.6",CVE-2025-40909,Unknown,,security,JFrog,debian:bullseye:perl-base,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:perl,,,,XRAY-699908,false,deb://debian:bullseye:perl-base:5.32.1-4+deb11u2,deb://debian:bullseye:perl-base,,Not Covered
